,Corrective Action,PLC,Model,fault,diagnostic
1179,"disable the windows automatic update to prevent updates that have not been qualified by rockwell 
automation from being installed on the workstation or server.",rockwel,plantpax dc,windows automatic upd,windows automatic update enabled.
1180,the event viewer window appears. make sure that you check each log. verify that the logs do not contain errors.,rockwel,plantpax dc,event view,event viewer presenting errors.
1181,review your computer configuration and make changes or upgrades to make sure that servers and workstations are within recommended limits.,rockwel,plantpax dc,os check,attributes operating system conform plantpax system recommendations.
1182,address any drive issues on the computer or server that did not pass and reverify.,rockwel,plantpax dc,disk check,disk error occurred system.
1183,review security settings and reverify if you made changes.,rockwel,plantpax dc,security center check,system security error occurred.
1184,address any system service issues on the computer or server that did not pass and reverify.,rockwel,plantpax dc,system service check,system service good state.
1185,address any device driver issues on the computer or server that did not pass and reverify.,rockwel,plantpax dc,hardware device driv,hardware device driver supported plantpax system.
1186,resize the system or split the servers for more cpu in a virtual environment.,rockwel,plantpax dc,cpu load,cpu load complies plantpax system recommendations.
1187,reevaluate the network traffic and reverify.,rockwel,plantpax dc,network adapt,network adapter overloaded traff
1188,replace the disk with a higher throughput or create additional disks,rockwel,plantpax dc,disk perform,performance disk low.
1189,increase the memory capacity.,rockwel,plantpax dc,memory capac,memory capacity server full.
1190,reduce the number of hmi servers in the system tree of the factorytalk administration console window.,rockwel,plantpax dc,number hmi serv,number hmi servers exceed system limit.
1191,reduce the number of alarm servers in the system tree of the factorytalk administration console window.,rockwel,plantpax dc,number alarm serv,number alarm servers exceed system limit.
1192,reduce the number of data servers in the system tree of the factorytalk administration console window. servers can be simplex or redundant.,rockwel,plantpax dc,number data serv,number data servers exceed system limit.
1193,correct the area organization in the tree structure of the factorytalk administration console window or factorytalk view studio software.,rockwel,plantpax dc,hmi data server palc,hmi data server placed respective areas.
1194,reduce the number of configured points in the historian software.,rockwel,plantpax dc,points us,number points exceeds points limit.
1195,reduce the speed at which the data is being scanned.,rockwel,plantpax dc,scan rat,scan rate faster 1 second. scanning data rate faster data changing wastes network computer resources unnecessarily uses network bandwidth.
1196,delete any unnecessary displays from the hmi server or update the license.,rockwel,plantpax dc,number display,total number displays exceeds display license.
1197,"simplify your display to use less than 1,000 unique tags on the display.",rockwel,plantpax dc,unique tag,number unique tags displays exceed plantpax recommendations.
1198,"simplify your display to use less than 1,000 expressions on the display.",rockwel,plantpax dc,express,number expressions displays exceed plantpax recommendations.
1199,"simplify the display and redo the verification. or, verify the call-up time on the display is acceptable to the operator",rockwel,plantpax dc,global object,number global objects exceeds plantpax recommendations.
