,Corrective Action,PLC,Model,fault,diagnostic
1323,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,analog input module calibrated,calibration error (01h) problem report (from fc 215)
1324,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,channel 1-16 i/o expander bus error,response/wrong type (01h) problem report (from fc 216)
1325,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,cold junction i/o expander bus error,response/wrong type (01h) problem report (from fc 215)
1326,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,ai reference error,indicated fc 215 block failed due imasi23 a/d system reference error
1327,"remove imasi23, verify expander bus dip shunt, verify imasi23 mod_x0002_ule address is same as fc 215 spec s1. reinsert imasi23 and verify proper seating.",ABB,Symphony,missing i/o,indicated fc 215 block failed due communication error imasi23.
1328,"remove imasi23, verify expander bus dip shunt, verify imasi23 mod_x0002_ule address is same as fc 215 spec s1. reinsert imasi23 and verify proper seating.",ABB,Symphony,missing i/o,indicated fc 215 block detected imasi23 error. (imasi23 module firmware reported error.)
1329,verify fc 215 spec values and all linked fc 216s are correct.,ABB,Symphony,configuration error - undefined input,many fc 216 block link (greater 16 channel defined imasi23).
1330,verify fc 215 spec values and all linked fc 216s are correct.,ABB,Symphony,configuration error - undefined input,"circular link, fc 216 block appears channel link list."
1331,verify fc 215 spec values and all linked fc 216s are correct.,ABB,Symphony,configuration error - undefined input,fc 216 block channel link list different module address linked fc 215 block.
1332,verify fc 215 spec values and all linked fc 216s are correct.,ABB,Symphony,configuration error - undefined input,incorrect block number channel link list.
1333,verify fc 215 spec values and all linked fc 216s are correct.,ABB,Symphony,configuration error - undefined input,imasi23 channel number defined (two fc 216 block channel number).
1334,verify fc 215 spec s3 points to the correct block.,ABB,Symphony,configuration error - undefined input,indicated fc 215 incorrect cjr block number.
1335,turn on the cpu and/or the system power supply modules.,Siemens,S7-1500,"run led off, error led",voltage voltage low
1336,evaluate the diagnostics and eliminate the error (e.g. wire break).,Siemens,S7-1500,"run led on, error led flash","indicates module error (at least one error present one channel, e.g. wire break)."
1337,replace the compact cpu.,Siemens,S7-1500,"run led flashes, error led flash",hardware defective.
1338,"check the wiring. 
disable diagnostics.",Siemens,S7-1500,chx led,"channel parameter set, channel error present. diagnostics alarm: e.g. wire break"
1339,check supply voltage l+.,Siemens,S7-1500,"run led on, error led flash",diagnostics interrupt pending. supply voltage missing.
1340,check supply voltage l+.,Siemens,S7-1500,pwrx led,supply voltage l+ module low missing
1341,"use a different encoder type or modify the wiring, for example, using cables with larger cross-section",Siemens,S7-1500,wire break,resistance encoder circuit high
1342,connect the cable,Siemens,S7-1500,wire break,interruption cable analog on-board i/o sensor
1343,"disable diagnostics 
connect the channel",Siemens,S7-1500,wire break,channel connected (open)
1344,check the measuring range,Siemens,S7-1500,overflow,measuring range exceeded
1345,correct the output value,Siemens,S7-1500,overflow,output value set user program exceeds valid rated range/overrange
1346,check the measuring range,Siemens,S7-1500,underflow,value measuring range
1347,correct the output value,Siemens,S7-1500,underflow,output value set user program valid rated range/underrange
1348,eliminate overload,Siemens,S7-1500,short-circuit ground,overload output
1349,eliminate the short-circuit,Siemens,S7-1500,short-circuit ground,short-circuit output qv mana
1350,feed supply voltage l+,Siemens,S7-1500,load voltage missing,supply voltage l+
1351,change the interrupt processing in the cpu and reconfigure the digital onboard i/o,Siemens,S7-1500,hardware interrupt lost,digital on-board i/o cannot trigger interrupt previous interrupt acknowledged; possibly configuration error
1352,the error persists until new parameters are set for the digital on-board i/o,Siemens,S7-1500,hardware interrupt lost,digital on-board i/o cannot trigger interrupt previous interrupt acknowledged; possibly configuration error
1353,check the parameter assignment.,Siemens,S7-1500,illegal a/b signal ratio,signal frequency high
1354,check the encoder/sensor,Siemens,S7-1500,illegal a/b signal ratio,encoder defective
1355,correct the process wiring,Siemens,S7-1500,illegal a/b signal ratio,process wiring incorrect
1356,replace the defective simatic memory card,Siemens,S7-1500,system diagnostics report system error.,defective simatic memory card
1357,replace the defective simatic memory card,Siemens,S7-1500,cpu switched stop.,defective simatic memory card
1358,replace the defective simatic memory card,Siemens,S7-1500,run/stop led yellow error led flashing red.,defective simatic memory card
1359,replace the defective cpu.,Siemens,S7-1500,"run/stop led yellow, error led flashing red, maint led flashing yellow.",cpu defective
